"glotto";"language name";"latitude";"longitude";"comment";"Source";"author";"title";"publication";"publisher";"school";"address";"year";"edition";"entryType";"booktitle";"editor";"link";"date of entry";"link to source";"family";"Kinship";"Pronouns";"ISO";"Classification";"location";"marriage_rule"
"yoru1245";"Yoruba";4,40609;7,79927;"The third person singular object pronoun takes the form of the vowel of the verb (Bamgbose 1966:106). Thus, the numeral '0' is listed in the relevant cells as a place holder. In addition to this, the '.' placed initially in the first and second person singular possessive forms listed below represents a floating low tone (Bamgbose 1966:106). Finally, a number of variations in form of the pronouns listed below are noted by Bamgbose (1966:105-6).";"Bamgbose, Ayo. 1966. A Grammar of Yoruba. Cambridge: University of Cambridge Press. ";"Bamgbose, Ayo";" A Grammar of Yoruba";1966;;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > Benue-Congo > Defoid > Yoruboid > Edekiri > Ede > Eastern Ede > Southeastern Ede > Nuclear Yoruba > Lucumi-Yoruba > yoru1245";;
"tauy1241";"Tauya";145,36626;-5,75135;"The possessive forms listed below appear as proclitics attached to possessed animate nouns (MacDonald 2013:7). Inanimate possessed nouns are typically not marked (MacDonald 2013:7). Similarly, the object forms listed appear as proclitics attached to transitive verbs (MacDonald 2013:7). In addition, third person singular objects and possessors are typically unmarked in the language (MacDonald 2013:7). Hence, the numeral '0' has been entered in the relevant cells below.";"MacDonald, Lorna. 2013. A Dictionary of Tauya. Boston, Berlin: De Gruyter Mouton.";"MacDonald, Lorna";" A Dictionary of Tauya";2013;;;;;;;;;;;;;;;;"Nuclear Trans New Guinea > Madang > Rai Coast > Unclassified Rai Coast > tauy1241";;
"nort2845";"North Marquesan";-140,07762;-8,90335;"When occurring as a grammatical object, personal pronouns are preceded by the object/oblique marking preposition ‘iɑ’ (Cablitz 2006:101). This element is not included in the object forms listed below as it is analysed and glossed by Cablitz (2006) as distinct from the set of personal pronouns. In addition, other than the second person singular and first person singular possessive forms listed below, no special possessive pronouns exist (Cablitz 2006:101). Rather, the possessive use of pronouns is marked periphrastically using the S/A/O forms as discussed in detail by Cablitz (2006:167 ff). ";"Cablitz, Gabriele H. 2006. Marquesan: A Grammar of Space. Berlin, New York: Mouton de Gruyter. ";"Cablitz, Gabriele H";" Marquesan: A Grammar of Space";2006;;;;;;;;;;;;;;;;"Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Central Pacific linkage > Tokelau-Fijian > Polynesian > Nuclear Polynesian > Northern Outlier Polynesian-East Polynesian > Solomons Northern Outlier Polynesian-East Polynesian > Central Northern Outlier Polynesian-East Polynesian > East Polynesian > Central Eastern Polynesian > Marquesan > nort2845";;
"west2420";"Kham (Western Parbate)";82,70307;28,641;"Per Watters (2002:161), the S, A, and O forms listed below are used only ‘to reintroduce [discourse] participants of low standing or to place special emphasis on the participant at hand’. A set of bound pronominal elements serve to mark anaphoric reference in a manner comparable to the function of free pronouns in English and similar languages (Watters 2002:161).   In addition, the language possesses a complex system of case marking in which both ergative-absolutive and nominative-accusative patterns of marking exist and overlap (Watters 2002:68 ff). This overlapping of case marking patterns is so extensive that utterances which contain both an ergative agent and accusative object or an unmarked nominative subject and unmarked absolutive object can occur (Watters 2002:68 ff). Which marking an argument receives is determined by its position on a nominal hierarchy in relation to the other arguments present in the clause (Watters 2002:68-9). Given this state of affairs and the lack of any obvious default marking for arguments appearing in the S, A or O roles, the pronouns below are given without any such markings.   The 3rd person forms are transparently relatable to the distal (within view) demonstrative.";"Watters, David E. 2002. A Grammar of Kham. Cambridge, New York: Cambridge University Press. ";"Watters, David E";" A Grammar of Kham";2002;;;;;;;;;;;;;;;;"Sino-Tibetan > Himalayish > Mahakiranti > Kham-Magar-Chepang > Kham > Parbate Kham > west2420";;
"kett1243";"Ket";87,56997;63,93989;;"Georg, Stefan. 2006. A Descriptive Grammar of Ket (Yenisei-Ostyak): Part 1: Introduction, Phonology, Morphology. Leiden: Brill.";"Georg, Stefan";" A Descriptive Grammar of Ket (Yenisei-Ostyak): Part 1: Introduction, Phonology, Morphology";2006;;;;;;;;;;;;;;;;"Yeniseian > Northern Yeniseian > kett1243";;
"enap1235";"Panare";-65,82966;6,90066;"The third person pronouns distinguish animacy, spatial deixis, and visibility/invisibility (Payne 2013:88-9). The animate, proximate, visible third person forms are listed below. The element ‘úja’ appears immediately following A pronouns (Payne 2012:68). Since this element is classified as a postposition it is not included in the forms listed below. Possession is marked differently for inalienable and alienable nouns (Payne 2013:74 ff). The forms used for inalienable possession are listed below. Note, the forms of the prefixal possessive pronouns listed below vary significantly in an allomorphic fashion as discussed by Payne (2013:74-5). ";"Payne, Thomas Edward. 2013. A Typological Grammar of Panare: a Cariban Language of Venezuela. Leiden: Brill. ";"Payne, Thomas Edward";" A Typological Grammar of Panare: a Cariban Language of Venezuela";2013;;;;;;;;;;;;;;;;"Cariban > Venezuelan Cariban > Pemong-Panare > enap1235";;
"tari1256";"Tariana";-68,60846;0,31273;"Gender marked plural pronouns are employed if the sex of plural referents has to be contrasted (otherwise the corresponding masculine pronoun is used).  The 1st person plural/dual is wahamape, the 2st person plural/dual is ihamape and the 3st person plural/dual is nahamape";"Alexandra Aikhenvald 2003. A grammar of Tariana, from northwest Amazonia";"Alexandra Aikhenvald 2003";"missing";" A grammar of Tariana, from northwest Amazonia";;;;;;;;;;;;;;;;"Arawakan > Northern Maipuran > Inland Northern Maipuran > Japura-Colombia > Nuclear Japura-Colombia > Baniwa-Curripaco-Tariano > tari1256";;
"jama1262";"Jamaican Creole English";-77,3106;18,15607;"In addition to the third person singular pronoun 'im' listed below, a third person singular neuter pronoun 'i' also exists (Sutcliffe 1982:97). ";"Sutcliffe, David. 1982. British Black English. Oxford: Blackwell. ";"Sutcliffe, David";" British Black English";1982;;;;;;;;;;;;;;;;"Indo-European > Germanic > Northwest Germanic > West Germanic > North Sea Germanic > Anglo-Frisian > Anglian > Mercian > Macro-English > Guinea Coast Creole English > Caribbean English Creole > Western Caribbean Creole > Jamaicanic > jama1262";;
"para1311";"Paraguayan Guaraní";-57,08816;-25,60551;"The forms listed below are given in the system of transcription adopted by Gregores and Suárez (1967). The third person form ha'e is considered a demonstrative.";"Gregores, Emma and Jorge A. Suárez. 1967. A Description of Colloquial Guarani. The Hague: Mouton and Co.  ";"Gregores, Emma and Jorge A";1967;" Suárez";;;;;;;;;;;;;;;;"Tupian > Maweti-Guarani > Aweti-Guarani > Tupi-Guarani > Tupi-Guarani Subgroup I > Tupi-Guarani Subgroup I.A > Paraguay-Brazil Guarani > para1311";;
"urdu1245";"Urdu";67,05703;24,90336;"The second person singular forms listed below are the honourific forms. In addition to these forms, a set of familiar second person singular pronouns exists on the basis of the stem 'tuu' (Bhatia and Koul 2000:318-19). In addition to this, the O forms carrying the suffix '-ko' each have a truncated form ending in '-e' (Bhatia and Koul 2000:318-19). ";"Bhatia, Tej K. and Ashok Koul. 2000. Colloquial Urdu. London: Routledge. ";"Bhatia, Tej K";2000;" and Ashok Koul";;;;;;;;;;;;;;;;"Indo-European > Indo-Iranian > Indo-Aryan > Indo-Aryan Central zone > Subcontinental Central Indo-Aryan > Western Hindi > Hindustani > urdu1245";;
"berb1259";"Berbice Dutch Creole";-57,98281;5,41607;"In addition to the forms given below, a series of ‘reduced’ personal pronouns, phonologically related to the pronouns listed, also exists (Kouwenberg 1993:169-171). ";"Kouwenberg, Silvia. 1994. A Grammar of Berbice Dutch Creole. Berlin: Mouton de Gruyter. ";"Kouwenberg, Silvia";" A Grammar of Berbice Dutch Creole";1994;;;;;;;;;;;;;;;;"Indo-European > Germanic > Northwest Germanic > West Germanic > Franconian > Low Franconian > Macro-Dutch > Middle-Modern Dutch > Modern Dutch > Dutch Caribbean Creole > berb1259";;
"saot1239";"Sãotomense ";6,61935;0,28332;"The free first person singular A, S pronoun ‘aˈmi’ listed below most commonly occurs before non-verbal elements, the use of this form before verbs is considered archaic (Ferraz 1979:63-4). Most commonly, before verbs a bound morpheme ‘N-’, a nasal homorganic with the initial consonant of the verb, (or one of the elements in free variation with this morpheme) is used (Ferraz 1979:63-4). Similarly, the third person singular A, S pronoun ‘e’ listed below only occurs before verbs with the form ‘eˈle’ used before all other categories of word, while the first person singular O pronoun ‘mũ’ only occurs before verbs with the form ‘ˈami’ used before all other categories (Ferraz 1979:64). ";"Ferraz, Luiz Ivens. 1979. The Creole of São Tomé. Johannesburg: Witwatersrand University Press. ";"Ferraz, Luiz Ivens";" The Creole of São Tomé";1979;;;;;;;;;;;;;;;;"Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Galician Romance > Macro-Portuguese > Lower Guinea Portuguese > Saotomense-Principense > saot1239";;
"anti1245";"Antigua and Barbuda Creole English";-61,79776;17,08765;"In addition to the gender 1 and 2 third person singular pronouns listed below, which are the masculine and feminine forms respectively, the third person singular neuter subject and object forms /i/ and /om/ also exist in the language (Farquhar 1974:48). The corresponding possessive forms are /fui/ and /fuom/ (Farquhar 1974:48).";"Farquhar, Bernadette. 1974. A Grammar of Antiguan Creole. PhD thesis. Cornell University. ";"Farquhar, Bernadette";" A Grammar of Antiguan Creole";1974;;;;;;;;;;;;;;;;"Indo-European > Germanic > Northwest Germanic > West Germanic > North Sea Germanic > Anglo-Frisian > Anglian > Mercian > Macro-English > Guinea Coast Creole English > Caribbean English Creole > Eastern Caribbean Creole > Gullah-Nevis-Antigua > anti1245";;
"anti1245";"Antigua and Barbuda Creole English";-61,79776;17,08765;"Unlike the North Antiguan dialect, the South Antiguan dialect lacks a gender and animacy distinction in the third person singular A,S, and O forms (Farquhar 1974:48). Note however that, as discussed in the comments to the relevant entries below, a gender distinction is maintained between masculine and feminine third person singular possessive forms in the object function ((Farquhar 1974:48). ";"Farquhar, Bernadette. 1974. A Grammar of Antiguan Creole. PhD thesis. Cornell University. ";"Farquhar, Bernadette";" A Grammar of Antiguan Creole";1974;;;;;;;;;;;;;;;;"Indo-European > Germanic > Northwest Germanic > West Germanic > North Sea Germanic > Anglo-Frisian > Anglian > Mercian > Macro-English > Guinea Coast Creole English > Caribbean English Creole > Eastern Caribbean Creole > Gullah-Nevis-Antigua > anti1245";;
"sese1246";"Seselwa Creole French";55,4503;-4,62314;"The forms listed below are given in the system of transcription adopted by Corne (1977) where ‘ˆ’ marks nasal vowel quality. ";"Corne, Chris. 1977. Seychelles Creole Grammar. Tübingen: TBL Verlag Gunter Narr. ";"Corne, Chris";" Seychelles Creole Grammar";1977;;;;;;;;;;;;;;;;"Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Northwestern Shifted Romance > Gallo-Rhaetian > Oil > Central Oil > Macro-French > Isle-de-France Creole > sese1246";;
"iwai1244";"Iwaidja";132,58238;-11,51794;;"Evans pc (for the moment – check Pym & Larrimore 1979 later)";"Evans pc (for the moment – check Pym & Larrimore 1979 later)";"missing";"missing";;;;;;;;;;;;;;;;"Iwaidjan Proper > Central Iwaidjic > iwai1244";;
"gang1267";"Yukulta";139,42637;-17,54458;;"Keen, Sandra. 1983. Yukulta. In R.M.W. Dixon & Barry J. Blake (eds.), Handbook of Australian Languages, Vol. 3.";"Keen, Sandra";" Yukulta";1983;;;;;;;;;;;;;;;;"Tangkic > Southern Tangkic > gang1267";;
"tora1259";"Torau";155,42832;-6,13297;"The numeral '0' is used as a placeholder for the third person non-possessive forms. These cells will be filled shortly. ";"Evans, Bethwyn. 2015. Personal communication.";"Evans, Bethwyn";" Personal communication";2015;;;;;;;;;;;;;;;;"Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > Meso Melanesian linkage > New Ireland-Northwest Solomonic linkage > St George linkage > Northwest Solomonic > Mono-Uruavan > tora1259";;
"teop1238";"Teop";155,00022;-5,6867;;"Evans, Bethwyn. 2015. Personal communication.";"Evans, Bethwyn";" Personal communication";2015;;;;;;;;;;;;;;;;"Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > Meso Melanesian linkage > New Ireland-Northwest Solomonic linkage > St George linkage > Northwest Solomonic > North Bougainville Oceanic > Nuclear North Bougainville Oceanic > Buka > Saposa-Tinputz > Tinputzic > teop1238";;
"bann1247";"Bannoni";155,22935;-6,43407;"'gh' represents a voice velar fricative. ";"Evans, Bethwyn. 2015. Personal communication.";"Evans, Bethwyn";" Personal communication";2015;;;;;;;;;;;;;;;;"Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > Meso Melanesian linkage > New Ireland-Northwest Solomonic linkage > St George linkage > Northwest Solomonic > Banoni-Piva > bann1247";;
"mono1273";"Mono";155,80133;-7,06775;;"Evans, Bethwyn. 2015. Personal communication.";"Evans, Bethwyn";" Personal communication";2015;;;;;;;;;;;;;;;;"Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > Meso Melanesian linkage > New Ireland-Northwest Solomonic linkage > St George linkage > Northwest Solomonic > Mono-Uruavan > mono1273";;
"cube1242";"Cubeo";-70,72258;1,30323;;"Chacon, Thiago Costa. 2012. The Phonology and Morphology of Kubeo: The documentation, theory, and description of an amazonian language. PhD Dissertation. The University of Hawai'i at Mānoa.";"Chacon, Thiago Costa";" The Phonology and Morphology of Kubeo: The documentation, theory, and description of an amazonian language";2012;;;;;;;;;;;;;;;;"Tucanoan > Eastern Tucanoan > Western Eastern Tucanoan > Cubeo-Desano > cube1242";;
"yamp1243";"Yanomama";87,13103;27,60886;"Migliazza's thesis gives forms from a number of varieties.  Forms given here are from the Yanomamɨ variety.  Data is on p. 326 and entered from Column C.  Need to add ref to justify fact that same forms are used for S and O. Ergative case clitic, added to pronouns in A function (apparently obligatorily), is shown here. ";"Migliazza, Ernesto Cesare. 1972. Yanomama grammar and intelligibility. PhD thesis. Indiana University.";"Migliazza, Ernesto Cesare";" Yanomama grammar and intelligibility";1972;;;;;;;;;;;;;;;;"Bookkeeping > yamp1243";;
"mode1248";"Greek";22,98938;39,04284;"All 3rd person pronouns have distinct masculine, feminine, and neuter forms (Pring 1950:54-5). The 3rd person singular 'Gender 1' pronouns are the masculine forms, while the 'Gender 2' pronouns are the feminine forms. The 3rd person dual and plural pronouns (except for the possessive forms, see the comments to these cells) are the masculine forms. The neuter and, in the case of the plural pronouns, the feminine forms are given in the comments to the relevant cells.";"Pring, Julian T. 1950. A Grammar of Modern Greek. London: Hodder and Stoughton. ";"Pring, Julian T";" A Grammar of Modern Greek";1950;;;;;;;;;;;;;;;;"Indo-European > Graeco-Phrygian > Greek > East Greek > Koineic Greek > mode1248";;
"mala1479";"Malay";101,6624;3,21602;"The forms below are given in the (largely) phonemic Malay orthography. See Othman and Atmosumarto (1995:1-11) for brief non-technical discussion of the relationship between orthography and phonology in Malay. In addition, note that 'informal' 1SG and 2SG also exist in addition to the forms listed below (Othman and Atmosumarto 1995:232). ";"Othman, Zaharah and Sutanto Atmosumarto. 1995. Colloquial Malay. London: Routledge. ";"Othman, Zaharah and Sutanto Atmosumarto";" Colloquial Malay";1995;;;;;;;;;;;;;;;;"Austronesian > Malayo-Polynesian > Malayo-Sumbawan > North and East Malayo-Sumbawan > Malayic > Nuclear Malayic > Singapore Archipelago Malay > mala1479";;
"rapa1244";"Rapa Nui";-109,35714;-27,12479;"A series of syntactic function marking particles exist in the language, however this is not analysed as involving affixation (Du Feu 1996:112-4). Hence, in all cases function marking particles have not been reproduced below. In addition, the language makes a distinction between definite/indefinite and, in the singular, alienable/inalienable pronominal possession (De Feu 1996:144-5). The possessive forms listed below are the definite pronouns used for alienable possession. ";"Du Feu, Veronica. 1996. Rapanui. London: Routledge. ";"Du Feu, Veronica";" Rapanui";1996;;;;;;;;;;;;;;;;"Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Central Pacific linkage > Tokelau-Fijian > Polynesian > Nuclear Polynesian > Northern Outlier Polynesian-East Polynesian > Solomons Northern Outlier Polynesian-East Polynesian > Central Northern Outlier Polynesian-East Polynesian > East Polynesian > rapa1244";;
"sina1266";"Sinaugoro";147,89062;-9,86539;"In addition to the forms listed below, complex pronominal phrases incorporating plural pronouns that carry a dual or trial meaning that may serve the S/A/O function are also possible, see Tauberschmidt (1999:21) for discussion. Additionally, two distinct patterns of pronominal possession exist: the inalienable and the alienable (Tauberschmidt 1999:59-60). Inalienable possession is marked by attachment of a pronominal suffix to the possessum which indexes the person and number of the possessor (Tauberschmidt 1999:59-60). Nouns and noun phrases that are possessed in an alienable fashion are immediately preceded by a possessive pronoun that also indexes the number and person of the possessor as well as whether the possessum is edible or not (what Tauberschmidt 1999:60-61 terms a neutral/edible distinction). In all cases the possessive construction may be preceded by the S/A/O pronoun that indexes the number and person of the possessor. The possessive pronouns used in neutral alienable possessive contexts are listed below, see Tauberschmidt (1999:19-20) for inalienable possessive suffixes and the edible alienable possessive pronouns.";"Tauberschmidt, Gerhard. 1999. A grammar of Sinaugoro. C-143. Canberra: Pacific Linguistics.";"Tauberschmidt, Gerhard";" A grammar of Sinaugoro";1999;;;;;;;;;;;;;;;;"Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > Papuan Tip linkage > Peripheral Papuan Tip linkage > Central Papuan Oceanic > Sinagoro-Keapara > sina1266";;
"bign1238";"Big Nambas";167,2349;-16,08588;"The language makes a distinction between obligatorily and optionally possessed nouns (Fox 1979:23-30). The possessive personal suffixes used with the majority of optionally possessed nouns are listed below. Note however, a small number of optionally possessed nouns (enumerated by Fox 1979:26) do not take the possessive suffixes listed but rather are preceded by the appropriately inflected form of the possessive adjective /nan/ (‘his’).  Obligatorily possessed nouns take a set of personal possessive suffixes otherwise identical to those listed below except that the initial segment /a/ is absent (Fox 1979:25). ";"Fox, G.J. 1979. Big Nambas Grammar. Canberra: Department of Linguistics, Research School of Pacific Studies, the Australian National Universiy.";"Fox, G";1979;"J";;;;;;;;;;;;;;;;"Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > North and Central Vanuatu > Central Vanuatu > Malakula > Western Malakula linkage > Peripheral Western Malakula > Northwestern Malakula > bign1238";;
"urav1235";"Ura";169,07956;-18,67739;"All plural pronouns listed below may optionally carry the suffix /-ye/ which has the effect of adding a meaning similar to every. Hence, while /gimi/ simply means ‘you (pl.)’, /gimi-ye/ means roughly ‘all of you (pl.)’ (Crowley 1999:127). Note also, /y/ represents what is termed by Crowley (1999:106) an ‘alveolar glide’. ";"Crowley, Terry. 1999. Ura: A disappearing language of southern Vanuatu. Canberra: Pacific Linguistics, Research School of Pacific Studies, Australian National University. ";"Crowley, Terry";" Ura: A disappearing language of southern Vanuatu";1999;;;;;;;;;;;;;;;;"Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Southern Melanesian > Southern Vanuatu > Erromanga > urav1235";;
"stan1290";"French";2,55044;46,56221;"The forms listed below are given in the system of transcription adopted by Highfield (1979). In addition, singular possessive pronouns in this language agree with the possessum in gender and number while plural possessives agree in number only (Highfield 1979:62-3). The possessive forms listed below are those used with a singular masculine possessum, see Highfield (1979:62-3) for complete description of the possessive forms. Many possessive forms also have a morphophonemic alternant, see again Highfield (1979:62-3) for discussion. ";"Highfield, Arnold R. 1979. The French Dialect of St. Thomas, U.S. Virgin Islands. Ann Arbor: Karoma Publishers. ";"Highfield, Arnold R";" The French Dialect of St";1979;;;;;;;;;;;;;;;;"Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Northwestern Shifted Romance > Gallo-Rhaetian > Oil > Central Oil > Macro-French > Global French > stan1290";;
"hual1241";"Huallaga Huánuco Quechua ";-75,53423;-9,56877;"Each of the possessive forms listed below display allomorphic variants, see Weber (1989:54-5) for details. The forms given here are the variants with the widest distribution (the 'elsewhere' variants).";"Weber, David John. 1989. A Grammar of Huallaga (Huánuco) Quechua. Berkeley: University of California Press.  ";"Weber, David John";" A Grammar of Huallaga (Huánuco) Quechua";1989;;;;;;;;;;;;;;;;"Quechuan > Quechua I > Central Quechua I > AP-AM-AH > hual1241";;
"rata1244";"Ratahan";124,85159;1,06996;"As noted in the comments to the relevant cells, an initial /i/ may be dropped from those forms listed consisting of three or four syllables (Himmelmann 1999:31). ";"Himmelmann, Nikolaus P. 1999. Toratán (Ratahan). München: LINCOM Europa. ";"Himmelmann, Nikolaus P";" Toratán (Ratahan)";1999;;;;;;;;;;;;;;;;"Austronesian > Malayo-Polynesian > Sangiric > Southern Sangiric > rata1244";;
"kwam1252";"Kwamera";169,43902;-19,59623;"In addition to the forms listed below, a set of trial pronouns also exists. See Lindstrom et al. (1994:6) for paradigms including these forms and associated discussion.";"Lindstrom, Lamont and John Lynch. 1994. Kwamera. München: LINCOM Europa. ";"Lindstrom, Lamont and John Lynch";" Kwamera";1994;;;;;;;;;;;;;;;;"Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Southern Melanesian > Southern Vanuatu > Tanna > Southern Tanna > kwam1252";;
"maor1246";"Maori";176,3142;-38,4099;"In all clause types A and S pronouns appear unmarked while O pronouns are marked by the preposition /i/ (Harlow 1996:27). Since /i/ is not analysed as incorporated into the head of the marked object phrase, this element has not been included with the O forms listed below. In addition, when acting as possessives, the forms listed below appear following one of four possessive prepositions and immediately precede the possessed noun phrase (Harlow 1996:20-2). Each of the four possessive prepositions index a certain form of possession as discussed by Harlow (1996:20-2).";"Harlow, Ray. 1996. Māori. München: LINCOM Europa. ";"Harlow, Ray";" Māori";1996;;;;;;;;;;;;;;;;"Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Central Pacific linkage > Tokelau-Fijian > Polynesian > Nuclear Polynesian > Northern Outlier Polynesian-East Polynesian > Solomons Northern Outlier Polynesian-East Polynesian > Central Northern Outlier Polynesian-East Polynesian > East Polynesian > Central Eastern Polynesian > maor1246";;
"mang1381";"Mangarayi";133,66605;-14,80439;"Demonstrative pronouns, which mark a 'distant/non-distant' distinction, are used in place of third person S, A, and O personal pronouns (Merlan 1989:99). The third person forms listed below are the non-distant forms, see Merlan (1989:107 ff) for a full discussion of all demonstrative pronouns and the properties of the distance distinction. In addition to this, in all persons trial forms exist for all functions S, A, O, and Poss. See Merlan (1989:102) for the first and second person nominative (= S and A) and accusative ( = O) trial forms, Merlan (1989:110) for the third person (= demonstrative) nominative (= S and A) and accusative (= O) trial forms, and Merlan (1989:106) for the trial possessives. ";"Merlan, Francesca. 1989. Mangarayi. London: Routledge.  ";"Merlan, Francesca";" Mangarayi";1989;;;;;;;;;;;;;;;;"Mangarrayi-Maran > mang1381";;
"pile1238";"Vaeakau-Taumako";167,22095;-9,95573;"The forms listed below are given in the system of transcription adopted by Næss (2000). In this system /lh/ represents what is terms an 'aspirated lateral' (Næss 2000:7) while vowels carrying a macron are long (Næss 2000:10). In addition, the language marks a distinction between 'o-possession' and 'a-possession' (see Næss 2000:17 for a discussion of the import of this distinction). In the former case the possessive pronoun is preceded by the possessive preposition /o/ and in the latter case by /a/. Although a number of the possessive forms listed below are given in Næss (2000:34) as a single word incorporating the preceding possessive preposition, in all cases the preposition has been excluded from the forms listed below. Finally, also note, in addition to the possessive forms listed below, which follow the possessed noun, a set of pre-nominal free possessives as well as a set of possessive suffixes exist, see Næss (2000:35-8) for these forms alongside associated discussion of their use and distribution.  ";"Næss, Åshild. 2000. Pileni. München: LINCOM Europa.";"Næss, Åshild";" Pileni";2000;;;;;;;;;;;;;;;;"Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Central Pacific linkage > Tokelau-Fijian > Polynesian > Nuclear Polynesian > pile1238";;
"pedi1238";"Nothern Sotho";29,25846;-24,3203;;"Louwrens, Louis J., Ingeborg M. Kosch and Albert E. Kotzé. 1995. Northern Sotho. München: LINCOM Europa. ";"Louwrens, Louis J";" Kosch and Albert E";", Ingeborg M";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Southern Bantu-Makua > Sotho-Makua-Venda > Sotho-Makua > Sotho-Tswana (S.30) > Sotho > Northern Sotho > Sepedic > pedi1238";;
"mewa1250";"Mewati";76,947;27,736;"In the analysis of Gusain (2003:19-20), the third person forms listed below are in fact best considered demonstratives. In addition to this, all pronouns of the language may appear in two case forms, the 'direct' and the 'oblique' (Gusain 2003:19-20). When functioning as S, A or O the pronouns appear in the 'direct' case. On the other hand, all possessors including pronominals appear in the oblique case and are marked periphrastically by one of a set of possessive postpositions which each index a certain type of possessive relation (see Gusain 2003:23 for discussion). ";"Gusain, Lakhan. 2003. Mewati. München: LINCOM Europa. ";"Gusain, Lakhan";" Mewati";2003;;;;;;;;;;;;;;;;"Indo-European > Indo-Iranian > Indo-Aryan > Indo-Aryan Central zone > Subcontinental Central Indo-Aryan > Gujarati-Rajasthani > Rajasthani > Mewati-Gojri > mewa1250";;
"ling1263";"Lingala";24,34624;2,31229;"The forms listed below are given in the system of transcription adopted by Meeuwis (2010). In addition, when functioning as possessives, the pronouns listed appear immediately following the unbound connective element /na/ which in turn immediately follows the possessed noun (Meeuwis 2010:59).  ";"Meeuwis, Michael. 2010. A Grammatical Overview of Lingála. München: LINCOM Europa. ";"Meeuwis, Michael";" A Grammatical Overview of Lingála";2010;;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > Central-Western Bantu > Greater Bangi-Ntomba > Ngiri > Ngiri Riverain > Ngiri Riverain Ubangi > Ngiri Riverain Ubangi-Ripuaire > Bobangic > Bobangic Riverain > Bobangi-Bangala-Lingala > Lingala-Bangala > ling1263";;
"nyan1308";"Chichewa";34,14127;-14,14654;"The forms listed are given the system of transcription adopted by Bentley and Kulemeka (2001). In addition, when functioning as possessives the forms below precede the possessed noun and are marked by a free morpheme that agrees with the possessed noun in number and gender (Bentley and Kulemeka 2001:14).";"Bentley, Mayrene and Andrew Kulemeka. 2001. Chichewa. München: LINCOM Europa. ";"Bentley, Mayrene and Andrew Kulemeka";" Chichewa";2001;;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Tumbuka-Sena-Nyanja > Nyanjaic > nyan1308";;
