glotto;language name;latitude;longitude;comment;Source;date of entry;link to source;family;Kinship;Pronouns;ISO;location
umaj1240;Uma Juman (Kayan) ;2.72 ;114.17 ;;Blust, R.A. "Sketches of the Morphology and Phonology of Bornean Languages 1: Uma Juman (Kayan)". In Court, C., Blust, R. and Watuseke, F. editors, Papers in Western Austronesian Linguistics No. 2. A-33:8-122. Pacific Linguistics, The Australian National University, 1977.;20170325;DOI:10.15144/PL-A33.8 ;Austronesian;x;;;
lubu1242;Luburua (Kara);-2.82 ;151.11 ;; E. W. Pearson Chinnery, Studies of the Native Population of the East Coast of New Ireland;20170325;;Austronesian;x;;;
nali1244;Nalik (Lukuramau);-2.94;151.33 ;; E. W. Pearson Chinnery, Studies of the Native Population of the East Coast of New Ireland;20170326;;Austronesian;x;;nal;
nali1244b;Nalik (Madina);-2.94;151.33 ;; E. W. Pearson Chinnery, Studies of the Native Population of the East Coast of New Ireland;20170326;;Austronesian;x;;;
kuot1243;Kuot;-3.07;151.54 ;; E. W. Pearson Chinnery, Studies of the Native Population of the East Coast of New Ireland;20170326;;Unclassified;x;;;
mada1284;Madak (Konnos);-3.34;151.97 ;; E. W. Pearson Chinnery, Studies of the Native Population of the East Coast of New Ireland;20170326;;Austronesian;x;;;
lava1239;Lavatbura-Lamusong (Konobin);-3.22;151.73 ;; E. W. Pearson Chinnery, Studies of the Native Population of the East Coast of New Ireland;20170326;;Austronesian;x;;;
baro1253;Barok (Karu);-3.48;152.19 ;; E. W. Pearson Chinnery, Studies of the Native Population of the East Coast of New Ireland;20170326;;Austronesian;x;;;
casi1235;Casiguran Dumagat Agta;16.22;121.88 ;;Thomas N. Headland and Alan Healey. 1974. Grammatical Sketch of Casiguran Dumagat. In Papers in Philippine Linguistics 6, 1-54. Canberra: Pacific Linguistics. ;20170327;http://glottolog.org/resource/reference/id/18380;Austronesian;x;;;
east2516;East Kewa;-6.33;143.93 ;;Karl J. Franklin. 1971. A grammar of Kewa, New Guinea. (Pacific Linguistics: Series C, 16.) Canberra: Research School of Pacific and Asian Studies, Australian National University. ix+138pp. ;20170328;http://glottolog.org/resource/reference/id/27581;Nuclear Trans New Guinea;x;;;
erav1244;Erave (South Kewa);-6.55;143.92 ;;Karl J. Franklin. 1971. A grammar of Kewa, New Guinea. (Pacific Linguistics: Series C, 16.) Canberra: Research School of Pacific and Asian Studies, Australian National University. ix+138pp. ;20170401;http://glottolog.org/resource/reference/id/27581;Nuclear Trans New Guinea;x;;;
west2599;West Kewa;-6.32;143.73;;Karl J. Franklin. 1971. A grammar of Kewa, New Guinea. (Pacific Linguistics: Series C, 16.) Canberra: Research School of Pacific and Asian Studies, Australian National University. ix+138pp. ;20170401;http://glottolog.org/resource/reference/id/27581;Nuclear Trans New Guinea;x;;;
pulu1242;Puluwatese (Puluwat);6.70 ;149.31 ;;Samuel H. Elbert. 1974. Puluwat Grammar. (Pacific Linguistics: Series B, 29.) Canberra: Research School of Pacific and Asian Studies, Australian National University. v+137pp. ;20170401;http://glottolog.org/resource/reference/id/68013;Austronesian;x;;;
tiga1245;Tigak;-2.71;150.89 ;Kinship nouns al­ways have a possessive suffix. ;Clive H. Beaumont. 1979. The Tigak Language of New Ireland. (Pacific Linguistics: Series B, 58.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xi+163pp. (A revision of the authors thesis, Australian National University Bibliography: p. 159-163). ;20170401;http://glottolog.org/resource/reference/id/301176;Austronesian;x;;;
inan1242;Inanwatan (Suabo);-2.08;132.16 ;;Lourens J. de Vries. 2004. A short grammar of Inanwatan: an endangered language of the Bird's head of Papua, Indonesia. (Pacific Linguistics, 560.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xii+156pp ;20170402;http://glottolog.org/resource/reference/id/33749;Inanwatan;x;;;
gayo1244;Gayo;4.37;97.35 ;;Eades, Domenyk. 2005. A grammar of Gayo: a language of Aceh, Sumatra. (Pacific Linguistics, 567.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xxii+350pp. ;20170402;http://glottolog.org/resource/reference/id/129547;Austronesian;x;;;
chuu1238;Chuukese (Trukese);7.34;151.60 ;;Goodenough, W. H. and Sugita, H. 1990. Trukese-English dictionary (Pwpwuken Tettenin Fóós: Chuuk-Ingenes). Philadelphia: American Philosophical Society. 573pp. ;;n;Austronesian;x;;;
mono1273;Mono-Alu;-7.05;155.76 ;;Fagan, Joel L. 1986. A Grammatical Analysis of Mono-Alu (Bougainville Straits, Solomon Islands). (Pacific Linguistics: Series B, 96.) Canberra: Research School of Pacific and Asian Studies, Australian National University. vii+158pp. (Also as MA, 1979 University of Hawaii.) ;20170402;http://glottolog.org/resource/reference/id/129384;Austronesian;x;;;
xara1244;Xârâcùù (Canala);-21.70;166.00;;Grace, George William. 1975. Canala dictionary (New Caledonia). (Pacific linguistics: Series C, 2.) Canberra: Dept. of Linguistics, Research School of Pacific Studies, Australian National University. viii+128pp. ;20170404;http://glottolog.org/resource/reference/id/106213;Austronesian;x;;;
dehu1237;Dehu;-20.89;167.23 ;;Tryon, D. T. 1967. English-Dehu dictionary. (Pacific Linguistics: Series C, 7.) Pacific Linguistics Series C, No. Canberra:: The Australian National University: Canberra: Australian National University. 165pp.;20170404;http://glottolog.org/resource/reference/id/132965;Austronesian;x;;;
neng1238;Nengone;-21.53;167.96 ;;Tryon, Darrell T. and Dubois, Marie-Joseph. 1969. Nengone dictionary. (Pacific Linguistics: Series C, 9.) Canberra: Pacific Linguistics. 390pp. (part 1 is pdf - please ask library staff for CD-ROM "Pacific linguistics C+D"). ;20170404;http://glottolog.org/resource/reference/id/143939;Austronesian;x;;;
aros1241;Arosi;-10.24;161.43 ;;Fox, C. E. 1970. Arosi-English dictionary. (Pacific Linguistics: Series C, 11.) Canberra: Pacific Linguistics. iii+406pp. ;20170404;http://glottolog.org/resource/reference/id/163659;Austronesian;x;;;
tiri1258;Tiri-Mea (Grand Couli);-21.49;165.77 ;;Grace, George William. 1976. Grand Couli dictionary (New Caledonia). (Pacific linguistics Series C, 12.) Canberra: Department of Linguistics, Research School of Pacific Studies, Australian National University. vii+113pp. (English, Tīrī, and Mea). ;20170404;http://glottolog.org/resource/reference/id/44453;Austronesian;x;;;
ibal1244;Ibaloi (Nabaloi);16.43 ;120.69 ;;Kroeber, A. L. Kinship in the Philippines. Anthropological Papers of the American Museum of Natural History. Vol. XIX, Part III.;20170406;;Austronesian;x;;;
kank1243;Kankanaey (Kankanai);16.85;120.69 ;;Kroeber, A. L. Kinship in the Philippines. Anthropological Papers of the American Museum of Natural History. Vol. XIX, Part III.;20170406;;Austronesian;x;;;
bont1247;;17.09;121.03 ;;Kroeber, A. L. Kinship in the Philippines. Anthropological Papers of the American Museum of Natural History. Vol. XIX, Part III.;20170406;;Austronesian;x;;;
ifug1247;Ifugaw (Ifugao);16.90;121.04 ;;Kroeber, A. L. Kinship in the Philippines. Anthropological Papers of the American Museum of Natural History. Vol. XIX, Part III.;20170406;;Austronesian;x;;;
cent2089;Central Subanen (Subanung);8.13 ;123.02 ;;Kroeber, A. L. Kinship in the Philippines. Anthropological Papers of the American Museum of Natural History. Vol. XIX, Part III.;20170406;;Austronesian;x;;;
mara1404;Maranao? (Lanao Moro);7.79;124.17 ;;Kroeber, A. L. Kinship in the Philippines. Anthropological Papers of the American Museum of Natural History. Vol. XIX, Part III.;20170406;;Austronesian;x;;;
magu1243;Maguindanao (Magindonao Moro);6.95 ;124.51 ;;Kroeber, A. L. Kinship in the Philippines. Anthropological Papers of the American Museum of Natural History. Vol. XIX, Part III.;20170406;;Austronesian;x;;;
taus1251;Tausug? (Sulu Moro);5.12 ;118.88 ;;Kroeber, A. L. Kinship in the Philippines. Anthropological Papers of the American Museum of Natural History. Vol. XIX, Part III.;20170406;;Austronesian;x;;;
taga1270;Tagalog;14.06;121.75 ;;Kroeber, A. L. Kinship in the Philippines. Anthropological Papers of the American Museum of Natural History. Vol. XIX, Part III.;20170406;;Austronesian;x;;;
saba1263;Brunei-Sabah Malay? (Malay);4.65 ;117.02 ;;Kroeber, A. L. Kinship in the Philippines. Anthropological Papers of the American Museum of Natural History. Vol. XIX, Part III.;20170406;;Austronesian;x;;;
area1240;'Are'are;-9.21;161.16 ;;Geerts, P. 1970. 'Are'are dictionary. (Pacific Linguistics: Series C, 14.) Canberra: The Australian National University. 185pp. ;20170407;http://glottolog.org/resource/reference/id/58868;Austronesian;x;;;
sout2859;Southeast Ambrym;-16.17;168.14 ;;Parker, G.J. 1970. Southeast Ambrym dictionary. Canberra: The Australian National University. xiii+60pp. ;;http://glottolog.org/resource/reference/id/26034;Austronesian;x;;tvk;
lauu1247;Lau;-8.51;160.87 ;;Fox, Charles Elliot. 1974. Lau dictionary: with English index. (Pacific linguistics : Series C, Books, 25.) Canberra: Dept. of Linguistics, Research School of Pacific Studies, Australian Natl. Univ. vi+260pp. (Bibliography: p. vi.) ;;http://glottolog.org/resource/reference/id/34741;Austronesian;x;;llu;
kwai1243;Kwaio;-8.94;160.97 ;;Keesing, Roger M. 1975. Kwaio dictionary. (Pacific linguistics: Series C, 35.) Canberra: Dept. of Linguistics, Research School of Pacific Studies, The Australian Natl. Univ. xxxiv+296pp. (p. 287 + 288 missing Bibliography: p. xxxiv.) ;;http://glottolog.org/resource/reference/id/127160;Austronesian;x;;;
geda1237;Gedaged;-5.18;145.78 ;;Mager, John F. 1952. Gedaged-English dictionary. Columbus, Ohio: American Lutheran Church, Board of Foreign Missions. 350pp. ;;http://glottolog.org/resource/reference/id/134622;Austronesian;x;;;
fiji1243;Fijian;-18.00;178.33 ;;Nayacakalou, R. R. The Fijian system of kinship and marriage. Part II. Journal of the Polynesian Society. Volume 66, Auckland, 1957. ;;;Austronesian;x;;;
niue1239;Niue;-19.06;-169.86 ;;Loeb (1926:60-66), McEwen (1970);;;Austronesian;x;;;
tong1325;Tonga (Tonga Islands);-21.17;-175.25 ;;Gifford (1929:17-29), Beaglehole and Beaglehole (1941:72-78), Aoyagi (1966), Decktor Korn (1974, 1978), Rogers (1977), Churchward (1959);;;Austronesian;x;;;
wall1257;Wallisian;-13.29;-176.21 ;;Burrows (1937:62-66), Rensch (1984), Bataillon (1932);;;Austronesian;x;;;
east2447;East Futuna;-19.54;170.22 ;;Burrows (1936:71-76), Moyse-Faurie (1993);;;Austronesian;x;;;
puka1242;Pukapuka;-10.91;-165.83 ;;Beaglehole and Beaglehole 1938:220-263, Hecht 1977, 1979, Mataola, Tutai and Borofsky 1981, Beaglehole and Beaglehole 1991;;;Austronesian;x;;;
anut1237;Anuta;-11.61;169.85 ;;Feinberg 1979a, Feinberg 1973, 1977, 1983(1979b), Kaeppler 1973;;;Austronesian;x;;;
tiko1237;Tikopia;-12.28;168.82 ;;Firth (1963), Firth (1985);;;Austronesian;x;;;
mung1270;Mungiki (Bellona);-11.62;160.26 ;;Monberg (1976);;;Austronesian;x;;;
mung1271;Munggava (Rennell);-11.62;160.26 ;hai- prefix to most of the basic kinship terms indicating a reciprocal relationship between the base and closely associate kin (reciprocate);Hogbin (1931a), Birket-Smith (1956), Elbert (1975);20170511;;Austronesian;x;;rel;
west2515;West Futuna;-19.53 ;170.22 ;;Dougherty (1983), Capell (1960), (1984);20170511;;Austronesian;x;;;
aniw1237;Aniwa;-19.53 ;170.22 ;;Guiart (1961);20170514;;Austronesian;x;;;
taum1237;Taumako;-10.17;166.25 ;;Davenport (1968:161-166);20170515;;Austronesian;x;;;
samo1305;Samoan;-13.92;-171.83 ;;Mead (1930:126-146), Shore (1976), Pratt (1984(1893)), Milner (1993(1966));20170515;;Austronesian;x;;;
sout2865;South Tuvaluan (Vaitupu);-8.52;179.20 ;;Kennedy (1931), Besnier (1996);20170516;;Austronesian;x;;;
onto1237;Luangiua (Ontong Java);-5.49;159.70 ;;Hogbin (1931b);20170516;;Austronesian;x;;;
kapi1249;Kapingamarangi;1.04;154.80 ;;Emory (1965:111-118);20170516;;Austronesian;x;;;
toke1240;Tokelau;-9.23 ;-171.78 ;;Macgregor (1937:45-47), Huntsman (1971 (H.), 1979 (H. - ‘79)), Huntsman and Hooper (1975 (H&H - ‘75), 1976(H&H - ‘76)), Simona (1986);20170516;;Austronesian;x;;;
rapa1244;Rapanui (Easter Island);-27.11;-109.34 ;;Métraux (1940:98-101), Churchill (1912), Englert (1938), Fuentes (1960);20170517;;Austronesian;x;;;
marq1246;Marquesas;-9.76;-138.98 ;;Handy (1923:67-71), Kirkpatrick (1983), Dordillion (1932);20170517;;Austronesian;x;;;
mang1401;Mangareva;-23.11;-134.97 ;;Hiroa (1938:130-140), Tregear (1899), Rensch (1991);20170517;;Austronesian;x;;;
tahi1242;Tahitian;-17.65;-149.45 ;;Oliver (1974:688-748, 828-830), Handy (1930:22-24), Hooper (1970, 1976), Andrews (1944), LeMaitre (1973);20170518;;Austronesian;x;;;
tuam1242;Rangiora (N. W. Tuamotus);-16.17;-146.32 ;;(Stimson 1964);20170518;;Austronesian;x;;;
tubu1240;Tubuai;-23.38;-149.46 ;;Aitken (1930:26-29);20170518;;Austronesian;x;;;
rapa1245;Old Rapa (Rapa);-27.63;-144.34 ;;(Hanson 1970);20170518;;Austronesian;x;;;
mang1402;Mangaia;-21.23;-159.78 ;;(Hiroa 1934);20170518;;Austronesian;x;;;
penr1237;Penrhyn (Tongareva);-9.08;-157.92 ;;(Hiroa 1932a:17-30);20170518;;Austronesian;x;;;
raka1237;Rakahanga-Manihiki;-10.03;-161.09 ;;(Hiroa 1932b:29-36);;;Austronesian;x;;;
east2443;East Ambae;-15.35;167.89;;Darrell T. Tryon. 1976. New Hebrides Languages: An Internal Classification. (Pacific Linguistics: Series C, 50.) Canberra: Research School of Pacific and Asian Studies, Australian National University. v+545pp. (Bibliography: p. 541-545.) ;;http://glottolog.org/resource/reference/id/52375;Austronesian;x;;;
yelm1242;Yelmek;-7.45;139.10 ;;Data provided by Liberata Gebze from Wanam, elicited by Tina Gregor;;;Bulaka River;x;;;Papua
indo1317;Indonesian Bajau;-3.69;122.25 ;;Jilis A. J. Verheijen. 1986. The Sama/Bajau Language in the Lesser Sunda Islands. (Pacific Linguistics: Series D, 70.) Canberra: Research School of Pacific and Asian Studies, Australian National University. viii+209pp. (Materials in languages of Indonesia No.~32). ;;http://glottolog.org/resource/reference/id/31209;Austronesian;x;;;
atam1239;Uradhi (Atampaya);-11.00;142.27;;Crowley, Terry. n.d. Uradhi. In Dixon, R.M.W. and Blake, Barry J. (eds.), Handbook of Australian Languages, Vol.3, 306–428. Canberra: Australian National University Press. ;;http://glottolog.org/resource/reference/id/314797;Pama-Nyungan;x;;;Australia
kiwa1251;Kiwaian;-8.42;143.50 ;;Landtman, Gunnar. The Kiwai Papuans of British New Guinea: A Nature-Born Instance of Rousseau's ideal Community. London, 1927.;;;Kiwaian;x;;;Papua
gang1267a;Yukulta (Ganggalida);-17.54 ;139.43 ;;Sandra Keen. 1983. Yukulta. In R.M.W. Dixon and Barry Blake (eds.), Handbook of Australian Languages, 191-306. Amsterdam: John Benjamins. ;;;Tangkic;x;;;Australia
neme1244;Neme;-8.45;141.85 ;;Williams, Francis Edgar. 1936. Papuans of the Trans-Fly. Oxford: Clarendon Press. 560pp. ;;http://glottolog.org/resource/reference/id/161128;Morehead-Wasur;x;;;Papua
makl1246;Maklew;-7.74;139.27 ;;Peter Drabbe. 1950. Talen en dialecten van Zuid-West Nieuw-Guinea. Anthropos 45. 545-574. ;;http://glottolog.org/resource/reference/id/138072;Bulaka River;x;;;Papua
wipi1242;Wipi;-8.80;143.06 ;;Anne Dondorp and Jae-Wook Shim. 2013 [1997]. Wipi Grammar Essentials. Ms. 128pp. ;;http://glottolog.org/resource/reference/id/466315;Eastern Trans-Fly;x;;;Papua
yadh1237;Yadhaykenu;-11.00;142.27 ;;Sidney H. Ray. 1907. The Languages of Cape York Peninsula: North Queensland. In Sidney H. Ray (ed.), Linguistics, 264-276. Cambridge: Cambridge University Press. ;;http://glottolog.org/resource/reference/id/477623;Pama-Nyungan;x;;;Australia
gunt1241;Warta Thuntai;-8.81;141.25 ;;Kyla Quinn IN: Yamfinder;;;Morehead-Wasur;x;;;Papua
lard1243;Lardil;-16.56;139.43;;McKnight, David. People, Countries, and the Rainbow Serpent. Oxford Studies in Anthropological Linguistics 1999. AND: Ngakulmongan Kangka Leman. Lardil Dictionary: A Vocabulary of the Lardil People, Mornington Island, Gulf of Carpinteria, Queenland. Mornington Shire Council 1997.;20170501;;Tangkic;x;;;Australia
lena1238;Lenakel;-19.48;169.26 ;;Lynch, John. 1977. Lenakel dictionary. (Pacific linguistics: Series C, 55.) Pacific Linguistics Series C No. Canberra: The Australian National University: Canberra: Department of Linguistics, Research School of Pacific Studies, Australian National University. vii+167pp ;20170530;http://glottolog.org/resource/reference/id/47029;Austronesian;x;;;
futu1245;Futuna-Aniwa;-19.53 ;170.22 ;;Capell, Arthur. 1984. Futuna-Aniwa dictionary, with grammatical introduction. (Pacific linguistics: Series C, 56.) Canberra: Dept. of Linguistics, Research School of Pacific Studies, Australian Natl. Univ. iv+252pp.;20170530;http://glottolog.org/resource/reference/id/68637;Austronesian;x;;;
rade1240;Rade (Rhade);12.98;108.41 ;;Tharp, James A. and Y-Bham ?uôn-ya. 1980. A Rhade-English dictionary with English - Rhade finderlist. (Pacific Linguistics : Series C, Books, 58.) Canberra: Pacific Linguistics. ix+271pp. ;20170530;http://glottolog.org/resource/reference/id/541124;Austronesian;x;;;
tuva1244;Tuvalu (Nanumea);-8.52;179.20;;Ranby, Peter. 1980. A Nanumea lexicon. (Pacific Linguistics: Series C, 65.) Canberra: Pacific Linguistics. x+243pp. ;20170531;http://glottolog.org/resource/reference/id/29903;Austronesian;x;;tvl;
yabe1254;Yabem;-6.67;147.81 ;;Streicher, J. F. 1982. Jabêm-English dicrionary. (Pacific Linguistics: Series C, 68.) Canberra: Research School of Pacific and Asian Studies, Australian National University. 706pp. ;20170531;http://glottolog.org/resource/reference/id/98847;Austronesian;x;;;
tetu1245;Tetum (Tetun);-9.11;125.53 ;;Morris, Cliff. 1984. Tetun - English Dictionary. Pacific Linguistics, Series C-83. Canberra: ANU. ;20170531;http://glottolog.org/resource/reference/id/125654;Austronesian;x;;;
kwam1252;Kwamera;-19.60;169.44 ;;Lindstrom, Lamont. 1986. Kwamera dictionary: Nikukua sai nagkiariien nininife. (Pacific Linguistics: Series C, 95.) Canberra: Pacific Linguistics. ix+195pp. ;20170531;http://glottolog.org/resource/reference/id/47028;Austronesian;x;;;
chek1238;Cheke Holo;-8.27;159.62 ;;White, Geoffrey M. and Francis Kokhonigita and Hugo Pulomana. 1988. Cheke Holo (Maringe/Hograno) dictionary. (Pacific Linguistics : Series C, Books, 97.) Canberra: Dept. of Linguistics, Research School of Pacific Studies, Australian National University. xliii+285pp. ;20170531;http://glottolog.org/resource/reference/id/143714;Austronesian;x;;;
loni1238;Loniu;-2.06;147.35 ;;Hamel, Patricia J. 1994. A Grammar and Lexicon of Loniu, Papua New Guinea. Pacific Linguistics, Series C-103. Canberra: Australian National University. ;20170601;http://glottolog.org/resource/reference/id/12680;Austronesian;x;;;
urak1238;Urak Lawoi;7.53;99.08 ;;Hogan, David W. and Pattemore, Stephen W. 1988. Urak Lawoi': basic structures and a dictionary. (Pacific Linguistics : Series C, Books, 109.) Canberra: Pacific Linguistics. vii+211pp. ;20170601;http://glottolog.org/resource/reference/id/87810;Austronesian;x;;;
pama1238;Pama (Paamese);-16.48;168.24 ;;Crowley, Terry. 1992. A dictionary of Paamese. (Pacific linguistics: Series C, 121.) Canberra: Dept. of Linguistics, Research School of Pacific Studies, Australian National University. xxi+256pp. (Includes bibliographical references (p. xx)). ;20170601;http://glottolog.org/resource/reference/id/106886;Austronesian;x;;pma;
raro1241;Rarotongan (Cook Islands Maori);-21.23;-159.78 ;;Buse, Jasper and Taringa, Raututi. 1996. Cook Islands Maori dictionary with English-Cook Islands Maori finderlist. (Pacific Linguistics: Series C, 123.) Canberra: Australian National University. viii+712pp.;20170602;http://glottolog.org/resource/reference/id/71051;Austronesian;x;;;
atch1238;Atchin;-16.01;167.35 ;;Arthur Capell and J. Layard. 1980. Materials in Atchin, Malekula: Grammar, Vocabulary and Texts. (Pacific Linguistics: Series D, 20.) Canberra: Research School of Pacific and Asian Studies, Australian National University. v+260pp. (Bibliography: p. 93-94). ;20170602;http://glottolog.org/resource/reference/id/311166;Austronesian;x;;;
kara1499;Kalamang;-3.47;132.68 ;;Visser, Eline, informant Naim Yorre 2017 ;20170607;;West Bomerai;x;;;
tali1262;Talibabu;-1.80;124.87 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;20170608;http://glottolog.org/resource/reference/id/13534;Austronesian;x;;;
kada1286;Kadai;-1.75;125.14 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;20170608;http://glottolog.org/resource/reference/id/13534;Austronesian;x;;;
mang1407;Mangei (Sobjo) ;-1.80;124.87 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;20170608;http://glottolog.org/resource/reference/id/13534;Austronesian;x;;;
mang1408;Sula Mangoli;-1.88 ;125.82 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;20170608;http://glottolog.org/resource/reference/id/13534;Austronesian;x;;;
sula1245;Sula Fagudu;-2.31;125.97 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;20170608;http://glottolog.org/resource/reference/id/13534;Austronesian;x;;;
baca1243;Bacanese Malay (Bacan);-0.62;127.49 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;20170608;http://glottolog.org/resource/reference/id/13534;Austronesian;x;;;
glot0048;Galeia A;1.83;127.83;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;20170612;http://glottolog.org/resource/reference/id/13534;Austronesian;x;;;
glot0049;Galeia B;1.83;127.83;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;20170612;http://glottolog.org/resource/reference/id/13534;Austronesian;x;;;
lolo1264;Loloda-Laba (Loda);1.95 ;127.77 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;20170612;http://glottolog.org/resource/reference/id/13534;Austronesian;x;;;
tido1248;Tidore (version 1);0.02;127.75 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;20170612;http://glottolog.org/resource/reference/id/13534;North Halmahera;x;;;
pagu1249;Pagu;1.21;127.78 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;20170612;http://glottolog.org/resource/reference/id/13534;Austronesian;x;;;
modo1249;Madole;1.40;127.75 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;20170612;http://glottolog.org/resource/reference/id/13534;North Halmahera;x;;;
tido1248a;Tidore (version 2);0.02;127.75 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;20170612;http://glottolog.org/resource/reference/id/13534;North Halmahera;x;;;
weda1240;Weda;0.51 ;128.09 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;20170612;http://glottolog.org/resource/reference/id/13534;Austronesian;x;;;
buli1256;Buli;1.00 ;128.44 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;20170612;http://glottolog.org/resource/reference/id/13534;Austronesian;x;;;
sawa1247;Sawai;0.51;128.09 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;20170612;http://glottolog.org/resource/reference/id/13534;Austronesian;x;;;
pata1260;Patani;0.34 ;128.63 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;20170612;http://glottolog.org/resource/reference/id/13534;Austronesian;x;;;
