glotto;language name;latitude;longitude;comment;Source;author;title;publication;publisher;school;address;year;edition;entryType;booktitle;editor;link;date of entry;link to source;family;Kinship;Pronouns;ISO;Classification;location;marriage_rule
yadh1237;Yadhaykenu;-11.00;142.27 ;;Sidney H. Ray. 1907. The Languages of Cape York Peninsula: North Queensland. In Sidney H. Ray (ed.), Linguistics, 264-276. Cambridge: Cambridge University Press. ;Ray, Sidney H.;The Languages of Cape York Peninsula: North Queensland;Linguistics p264-276;Cambridge University Press;;;no date;;misc;;Ray, Sidney H.;;;http://glottolog.org/resource/reference/id/477623;Pama-Nyungan;x;;;Pama-Nyungan > Paman > Northern Pama > Uradhic > yadh1237;Australia;
gunt1241;Warta Thuntai;-8.81;141.25 ;;Kyla Quinn IN: Yamfinder;Quinn, Kyla;no title;;;;;2016;;misc;;;;;;Morehead-Wasur;x;;;Morehead-Wasur > Morehead-Maro > Tonda > gunt1241;Papua;
lard1243;Lardil;-16.56;139.43;;McKnight, David. People, Countries, and the Rainbow Serpent. Oxford Studies in Anthropological Linguistics 1999. AND: Ngakulmongan Kangka Leman. Lardil Dictionary: A Vocabulary of the Lardil People, Mornington Island, Gulf of Carpinteria, Queenland. Mornington Shire Council 1997.;McKnight, David;People, Countries, and the Rainbow Serpent;Oxford Studies in Anthropological Linguistics 1999;;;;1999;;book;;;;20170501;;Tangkic;x;;;Tangkic > lard1243;Australia;
lena1238;Lenakel;-19.48;169.26 ;;Lynch, John. 1977. Lenakel dictionary. (Pacific linguistics: Series C, 55.) Pacific Linguistics Series C No. Canberra: The Australian National University: Canberra: Department of Linguistics, Research School of Pacific Studies, Australian National University. vii+167pp ;Lynch, John;Lenakel dictionary;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1977;C-55;book;;;;20170530;http://glottolog.org/resource/reference/id/47029;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Southern Melanesian > Southern Vanuatu > Tanna > Northern Tanna linkage > lena1238;;
futu1245;Futuna-Aniwa;-19.53 ;170.22 ;;Capell, Arthur. 1984. Futuna-Aniwa dictionary, with grammatical introduction. (Pacific linguistics: Series C, 56.) Canberra: Dept. of Linguistics, Research School of Pacific Studies, Australian Natl. Univ. iv+252pp.;Capell, Arthur;Futuna-Aniwa dictionary, with grammatical introduction;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1984;C-56;book;;;;20170530;http://glottolog.org/resource/reference/id/68637;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Central Pacific linkage > Tokelau-Fijian > Polynesian > Nuclear Polynesian > Vanuatu-Loyalty Outliers > Mele-Futuna > futu1245;;
rade1240;Rade (Rhade);12.98;108.41 ;;Tharp, James A. and Y-Bham ?uôn-ya. 1980. A Rhade-English dictionary with English - Rhade finderlist. (Pacific Linguistics : Series C, Books, 58.) Canberra: Pacific Linguistics. ix+271pp. ;Tharp, James A. and Y-Bham ?uôn-ya.;A Rhade-English dictionary with English - Rhade finderlist;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1980;C-58;book;;;;20170530;http://glottolog.org/resource/reference/id/541124;Austronesian;x;;;Austronesian > Malayo-Polynesian > Malayo-Sumbawan > North and East Malayo-Sumbawan > Aceh-Chamic > Chamic > Highlands Chamic > Rade-Jarai > rade1240;;
tuva1244;Tuvalu (Nanumea);-8.52;179.20;;Ranby, Peter. 1980. A Nanumea lexicon. (Pacific Linguistics: Series C, 65.) Canberra: Pacific Linguistics. x+243pp. ;Ranby, Peter;A Nanumea lexicon;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1980;C-65;book;;;;20170531;http://glottolog.org/resource/reference/id/29903;Austronesian;x;;tvl;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Central Pacific linkage > Tokelau-Fijian > Polynesian > Nuclear Polynesian > Ellicean > tuva1244;;
yabe1254;Yabem;-6.67;147.81 ;;Streicher, J. F. 1982. Jabêm-English dicrionary. (Pacific Linguistics: Series C, 68.) Canberra: Research School of Pacific and Asian Studies, Australian National University. 706pp. ;Streicher, J. F.;Jabêm-English dicrionary;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1982;C-68;book;;;;20170531;http://glottolog.org/resource/reference/id/98847;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > North New Guinea linkage > Huon Gulf > North Huon Gulf linkage > yabe1254;;
tetu1245;Tetum (Tetun);-9.11;125.53 ;;Morris, Cliff. 1984. Tetun - English Dictionary. Pacific Linguistics, Series C-83. Canberra: ANU. ;Morris, Cliff;Tetun - English Dictionary;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1984;C-83;book;;;;20170531;http://glottolog.org/resource/reference/id/125654;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Central Malayo-Polynesian > Timoric A > Central Timoric A > Tetunic > tetu1245;;
kwam1252;Kwamera;-19.60;169.44 ;;Lindstrom, Lamont. 1986. Kwamera dictionary: Nikukua sai nagkiariien nininife. (Pacific Linguistics: Series C, 95.) Canberra: Pacific Linguistics. ix+195pp. ;Lindstrom, Lamont;Kwamera dictionary: Nikukua sai nagkiariien nininife;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1986;C-95;book;;;;20170531;http://glottolog.org/resource/reference/id/47028;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Southern Melanesian > Southern Vanuatu > Tanna > Southern Tanna > kwam1252;;
chek1238;Cheke Holo;-8.27;159.62 ;;White, Geoffrey M. and Francis Kokhonigita and Hugo Pulomana. 1988. Cheke Holo (Maringe/Hograno) dictionary. (Pacific Linguistics : Series C, Books, 97.) Canberra: Dept. of Linguistics, Research School of Pacific Studies, Australian National University. xliii+285pp. ;White, Geoffrey M. and Kokhonigita, Francis and Pulomana, Hugo;Cheke Holo (Maringe/Hograno) dictionary;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1988;C-97;book;;;;20170531;http://glottolog.org/resource/reference/id/143714;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > Meso Melanesian linkage > New Ireland-Northwest Solomonic linkage > St George linkage > Northwest Solomonic > Santa Isabel > East Santa Isabel > chek1238;;
loni1238;Loniu;-2.06;147.35 ;;Hamel, Patricia J. 1994. A Grammar and Lexicon of Loniu, Papua New Guinea. Pacific Linguistics, Series C-103. Canberra: Australian National University. ;Hamel, Patricia J.;A Grammar and Lexicon of Loniu, Papua New Guinea;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1994;C-103;book;;;;20170601;http://glottolog.org/resource/reference/id/12680;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Admiralty Islands > Eastern Admiralty Islands > Manus > Mokoreng-Loniu > loni1238;;
urak1238;Urak Lawoi;7.53;99.08 ;;Hogan, David W. and Pattemore, Stephen W. 1988. Urak Lawoi': basic structures and a dictionary. (Pacific Linguistics : Series C, Books, 109.) Canberra: Pacific Linguistics. vii+211pp. ;Hogan, David W. and Pattemore, Stephen W.;Urak Lawoi': basic structures and a dictionary;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1988;C-109;book;;;;20170601;http://glottolog.org/resource/reference/id/87810;Austronesian;x;;;Austronesian > Malayo-Polynesian > Malayo-Sumbawan > North and East Malayo-Sumbawan > Malayic > Nuclear Malayic > Singapore Archipelago Malay > urak1238;;
paam1238;Pama (Paamese);-16.48;168.24 ;;Crowley, Terry. 1992. A dictionary of Paamese. (Pacific linguistics: Series C, 121.) Canberra: Dept. of Linguistics, Research School of Pacific Studies, Australian National University. xxi+256pp. (Includes bibliographical references (p. xx)). ;Crowley, Terry;A dictionary of Paamese;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1988;C-121;book;;;;20170601;http://glottolog.org/resource/reference/id/106886;Austronesian;x;;pma;pama1238: no Classification;;
raro1241;Rarotongan (Cook Islands Maori);-21.23;-159.78 ;;Buse, Jasper and Taringa, Raututi. 1996. Cook Islands Maori dictionary with English-Cook Islands Maori finderlist. (Pacific Linguistics: Series C, 123.) Canberra: Australian National University. viii+712pp.;Buse, Jasper and Taringa, Raututi;Cook Islands Maori dictionary with English-Cook Islands Maori finderlist;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1988;C-123;book;;;;20170602;http://glottolog.org/resource/reference/id/71051;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Central Pacific linkage > Tokelau-Fijian > Polynesian > Nuclear Polynesian > Northern Outlier Polynesian-East Polynesian > Solomons Northern Outlier Polynesian-East Polynesian > Central Northern Outlier Polynesian-East Polynesian > East Polynesian > Central Eastern Polynesian > Mangaia-Old Rapa > raro1241;;
atch1238;Atchin;-16.01;167.35 ;;Arthur Capell and J. Layard. 1980. Materials in Atchin, Malekula: Grammar, Vocabulary and Texts. (Pacific Linguistics: Series D, 20.) Canberra: Research School of Pacific and Asian Studies, Australian National University. v+260pp. (Bibliography: p. 93-94). ;Capell, Arthur and Layard, J.;Materials in Atchin, Malekula: Grammar, Vocabulary and Texts;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1980;D-20;book;;;;20170602;http://glottolog.org/resource/reference/id/311166;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > North and Central Vanuatu > Central Vanuatu > Malakula > Eastern Malakula linkage > Uripiv-Wala-Rano-Atchin > atch1238;;
kara1499;Kalamang;-3.47;132.68 ;;Visser, Eline, informant Naim Yorre 2017 ;Visser, Eline and Yorre, Naim;no title;;;;;2017;;misc;;;;20170607;;West Bomerai;x;;;West Bomberai > kara1499;;
tali1262;Talibabu;-1.80;124.87 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia;Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1980;D-28;book;;;;20170608;http://glottolog.org/resource/reference/id/13534;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Central Malayo-Polynesian > Central Maluku > West Central Maluku > Buru-Sula-Taliabo > Taliaboic > tali1262;;
kada1286;Kadai;-1.75;125.14 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia;Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1980;D-28;book;;;;20170608;http://glottolog.org/resource/reference/id/13534;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Central Malayo-Polynesian > Central Maluku > West Central Maluku > Buru-Sula-Taliabo > Taliaboic > kada1286;;
mang1407;Mangei (Sobjo) ;-1.80;124.87 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia;Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1980;D-28;book;;;;20170608;http://glottolog.org/resource/reference/id/13534;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Central Malayo-Polynesian > Central Maluku > West Central Maluku > Buru-Sula-Taliabo > Taliaboic > Taliabu > mang1407;;
mang1408;Sula Mangoli;-1.88 ;125.82 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia;Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1980;D-28;book;;;;20170608;http://glottolog.org/resource/reference/id/13534;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Central Malayo-Polynesian > Central Maluku > West Central Maluku > Buru-Sula-Taliabo > Sula-Buru > Sulaic > mang1408;;
sula1245;Sula Fagudu;-2.31;125.97 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia;Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1980;D-28;book;;;;20170608;http://glottolog.org/resource/reference/id/13534;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Central Malayo-Polynesian > Central Maluku > West Central Maluku > Buru-Sula-Taliabo > Sula-Buru > Sulaic > sula1245;;
baca1243;Bacanese Malay (Bacan);-0.62;127.49 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia;Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1980;D-28;book;;;;20170608;http://glottolog.org/resource/reference/id/13534;Austronesian;x;;;Austronesian > Malayo-Polynesian > Malayo-Sumbawan > North and East Malayo-Sumbawan > Malayic > Nuclear Malayic > Borneo Malay > Brunei-Bacan Malay > baca1243;;
glot0048;Galeia A;1.83;127.83;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia;Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1980;D-28;book;;;;20170612;http://glottolog.org/resource/reference/id/13534;Austronesian;x;;;glot0048: no Classification;;
glot0049;Galeia B;1.83;127.83;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia;Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1980;D-28;book;;;;20170612;http://glottolog.org/resource/reference/id/13534;Austronesian;x;;;glot0049: no Classification;;
lolo1264;Loloda-Laba (Loda);1.95 ;127.77 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia;Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1980;D-28;book;;;;20170612;http://glottolog.org/resource/reference/id/13534;Austronesian;x;;;North Halmahera > Northern North Halmahera > Mainland North Halmaheran > Galela-Loloda > lolo1264;;
tido1248;Tidore (version 1);0.02;127.75 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia;Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1980;D-28;book;;;;20170612;http://glottolog.org/resource/reference/id/13534;North Halmahera;x;;;North Halmahera > Northern North Halmahera > Ternatean > tido1248;;
pagu1249;Pagu;1.21;127.78 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia;Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1980;D-28;book;;;;20170612;http://glottolog.org/resource/reference/id/13534;Austronesian;x;;;North Halmahera > Northern North Halmahera > Mainland North Halmaheran > Kao River > Paguic > pagu1249;;
modo1249;Madole;1.40;127.75 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia;Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1980;D-28;book;;;;20170612;http://glottolog.org/resource/reference/id/13534;North Halmahera;x;;;North Halmahera > Northern North Halmahera > Mainland North Halmaheran > Kao River > modo1249;;
tido1248a;Tidore (version 2);0.02;127.75 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia;Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1980;D-28;book;;;;20170612;http://glottolog.org/resource/reference/id/13534;North Halmahera;x;;;tido1248a: no Classification;;
weda1240;Weda;0.51 ;128.09 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia;Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1980;D-28;book;;;;20170612;http://glottolog.org/resource/reference/id/13534;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Greater SHWNG > South Halmahera-West New Guinea > Raja Ampat-South Halmahera > South Halmahera > Central-Eastern South Halmahera > Sawai > weda1240;;
buli1256;Buli;1.00 ;128.44 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia;Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1980;D-28;book;;;;20170612;http://glottolog.org/resource/reference/id/13534;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Greater SHWNG > South Halmahera-West New Guinea > Raja Ampat-South Halmahera > South Halmahera > Central-Eastern South Halmahera > Buli (Indonesia) > buli1256;;
sawa1247;Sawai;0.51;128.09 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia;Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1980;D-28;book;;;;20170612;http://glottolog.org/resource/reference/id/13534;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Greater SHWNG > South Halmahera-West New Guinea > Raja Ampat-South Halmahera > South Halmahera > Central-Eastern South Halmahera > sawa1247;;
pata1260;Patani;0.34 ;128.63 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia;Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1980;D-28;book;;;;20170612;http://glottolog.org/resource/reference/id/13534;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Greater SHWNG > South Halmahera-West New Guinea > Raja Ampat-South Halmahera > South Halmahera > Central-Eastern South Halmahera > pata1260;;
maba1278;Maba (Indonesia);0.59;128.42 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia;Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1980;D-28;book;;;;20170612;http://glottolog.org/resource/reference/id/13534;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Greater SHWNG > South Halmahera-West New Guinea > Raja Ampat-South Halmahera > South Halmahera > Central-Eastern South Halmahera > maba1278;;
gane1237;Gane (Gimán);-0.43 ;127.98 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia;Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1980;D-28;book;;;;20170612;http://glottolog.org/resource/reference/id/13534;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Greater SHWNG > South Halmahera-West New Guinea > Raja Ampat-South Halmahera > South Halmahera > East Makian-Gane > gane1237;;
akla1241;Aklanon;11.55;122.35 ;;Salas Reyes, Vicente. 1968. Dictionary (of Root Words and Derivations), Aklanon to English. (A Study of the Aklanon Dialect, 2.) Manila: Peace Corps. 401pp. ;Salas Reyes, Vicente;Dictionary (of Root Words and Derivations), Aklanon to English. (A Study of the Aklanon Dialect, 2.);;Peace Corps;;Manila;1968;;book;;;;20170614;http://glottolog.org/resource/reference/id/14965;Austronesian;x;x;;Austronesian > Malayo-Polynesian > Greater Central Philippine > Central Philippine > Bisayan > West Bisayan > Aklan > akla1241;;
kamb1299;Kambera;-9.88;120.23 ;;Forth, Gregory. From Symmetry to Asymmetry. An Evolutionary Interpretation of Eastern Sumbanese Relationship Terminology. Anthropos 85 4/6 1990 p373-392;Forth, Gregory;From Symmetry to Asymmetry. An Evolutionary Interpretation of Eastern Sumbanese Relationship Terminology;Anthropos 85 4/6 p373-392;;;;1990;;article;;;;20170614;;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Central Malayo-Polynesian > Flores-Sumba-Hawu > Sumba-Hawu > Sumba > Central-East Sumbanese > kamb1299;;
